"","country","v185","v186","v187"
"43979","Finland",8,7,8
"43980","Finland",7,3,5
"43981","Finland",5,5,5
"43982","Finland",9,8,8
"43983","Finland",8,8,7
"43984","Finland",1,1,1
"43985","Finland",8,1,6
"43986","Finland",8,4,5
"43987","Finland",9,1,1
"43988","Finland",10,6,6
"43989","Finland",8,3,3
"43990","Finland",7,3,4
"43991","Finland",8,6,6
"43992","Finland",8,5,7
"43993","Finland",4,3,3
"43994","Finland",8,2,2
"43995","Finland",10,8,9
"43996","Finland",6,3,5
"43997","Finland",9,4,5
"43998","Finland",9,4,4
"43999","Finland",4,3,4
"44000","Finland",10,10,10
"44001","Finland",10,5,7
"44002","Finland",7,10,9
"44003","Finland",4,4,2
"44004","Finland",10,6,4
"44005","Finland",10,5,10
"44006","Finland",6,3,5
"44007","Finland",3,2,1
"44008","Finland",7,2,2
"44009","Finland",10,4,4
"44010","Finland",4,4,4
"44011","Finland",10,4,5
"44012","Finland",10,9,9
"44013","Finland",8,7,3
"44014","Finland",10,1,1
"44015","Finland",10,4,8
"44016","Finland",9,8,7
"44017","Finland",9,3,2
"44018","Finland",7,4,8
"44019","Finland",7,3,5
"44020","Finland",7,3,1
"44021","Finland",6,3,7
"44022","Finland",8,3,3
"44023","Finland",9,4,7
"44024","Finland",6,4,4
"44025","Finland",5,2,2
"44026","Finland",1,4,1
"44027","Finland",10,8,8
"44028","Finland",1,1,1
"44029","Finland",9,4,4
"44030","Finland",6,4,3
"44031","Finland",3,3,1
"44032","Finland",2,2,1
"44033","Finland",8,5,7
"44034","Finland",3,1,1
"44035","Finland",4,2,2
"44036","Finland",8,9,8
"44037","Finland",5,3,2
"44038","Finland",10,10,7
"44039","Finland",8,3,4
"44040","Finland",10,10,10
"44041","Finland",2,2,1
"44042","Finland",6,5,5
"44043","Finland",5,10,10
"44044","Finland",3,4,2
"44045","Finland",10,8,8
"44046","Finland",8,5,8
"44047","Finland",6,5,5
"44048","Finland",10,10,3
"44049","Finland",2,1,1
"44050","Finland",5,4,3
"44051","Finland",9,9,10
"44052","Finland",8,2,8
"44053","Finland",9,3,4
"44054","Finland",10,6,8
"44055","Finland",8,7,4
"44056","Finland",4,1,2
"44057","Finland",1,2,1
"44058","Finland",8,3,5
"44059","Finland",8,5,5
"44060","Finland",5,7,6
"44061","Finland",10,5,7
"44062","Finland",9,9,4
"44063","Finland",9,7,9
"44064","Finland",5,3,3
"44065","Finland",10,5,7
"44066","Finland",7,7,2
"44067","Finland",10,8,8
"44068","Finland",8,5,5
"44069","Finland",10,7,10
"44070","Finland",8,5,5
"44071","Finland",10,7,8
"44072","Finland",10,4,6
"44073","Finland",7,7,7
"44074","Finland",10,4,10
"44075","Finland",5,3,5
"44076","Finland",10,8,8
"44077","Finland",7,7,4
"44078","Finland",8,6,7
"44079","Finland",9,6,6
"44080","Finland",9,8,5
"44081","Finland",4,6,7
"44082","Finland",10,8,9
"44083","Finland",10,10,10
"44084","Finland",9,9,8
"44085","Finland",10,9,10
"44086","Finland",4,1,4
"44087","Finland",6,6,5
"44088","Finland",8,4,4
"44089","Finland",9,9,5
"44090","Finland",9,5,7
"44091","Finland",5,6,5
"44092","Finland",9,2,3
"44093","Finland",8,5,6
"44094","Finland",5,8,8
"44095","Finland",10,6,9
"44096","Finland",8,3,5
"44097","Finland",7,5,6
"44098","Finland",9,8,9
"44099","Finland",8,4,3
"44100","Finland",10,8,8
"44101","Finland",9,6,9
"44102","Finland",2,4,3
"44103","Finland",8,4,4
"44104","Finland",1,2,3
"44105","Finland",8,8,8
"44106","Finland",10,6,6
"44107","Finland",10,9,8
"44108","Finland",8,8,8
"44109","Finland",8,7,8
"44110","Finland",8,3,4
"44111","Finland",8,4,5
"44112","Finland",6,4,4
"44113","Finland",1,3,2
"44114","Finland",10,4,4
"44115","Finland",2,1,3
"44116","Finland",10,10,9
"44117","Finland",9,7,7
"44118","Finland",10,6,7
"44119","Finland",8,5,6
"44120","Finland",8,1,7
"44121","Finland",9,9,9
"44122","Finland",8,6,6
"44123","Finland",4,8,7
"44124","Finland",3,6,8
"44125","Finland",7,5,4
"44126","Finland",9,8,7
"44127","Finland",8,4,5
"44128","Finland",9,5,3
"44129","Finland",7,3,3
"44130","Finland",8,10,8
"44131","Finland",8,5,4
"44132","Finland",5,3,5
"44133","Finland",8,5,8
"44134","Finland",8,3,6
"44135","Finland",9,4,6
"44136","Finland",3,3,1
"44137","Finland",6,3,4
"44138","Finland",7,5,7
"44139","Finland",8,4,3
"44140","Finland",10,7,10
"44141","Finland",4,3,2
"44142","Finland",9,4,6
"44143","Finland",8,8,6
"44144","Finland",8,4,8
"44145","Finland",6,6,6
"44146","Finland",5,4,5
"44147","Finland",5,8,7
"44148","Finland",10,8,5
"44149","Finland",10,4,5
"44150","Finland",5,4,9
"44151","Finland",10,1,1
"44152","Finland",2,4,5
"44153","Finland",6,5,7
"44154","Finland",8,1,2
"44155","Finland",10,6,5
"44156","Finland",9,9,8
"44157","Finland",1,1,1
"44158","Finland",7,4,5
"44159","Finland",4,3,1
"44160","Finland",5,3,3
"44161","Finland",6,4,4
"44162","Finland",6,3,3
"44163","Finland",8,5,7
"44164","Finland",8,7,6
"44165","Finland",10,5,5
"44166","Finland",4,1,3
"44167","Finland",1,1,1
"44168","Finland",8,3,7
"44169","Finland",8,3,3
"44170","Finland",3,2,3
"44171","Finland",5,-1,1
"44172","Finland",7,7,4
"44173","Finland",7,4,3
"44174","Finland",7,4,4
"44175","Finland",8,6,8
"44176","Finland",5,1,6
"44177","Finland",10,9,10
"44178","Finland",6,5,6
"44179","Finland",9,7,7
"44180","Finland",10,5,2
"44181","Finland",5,5,5
"44182","Finland",3,5,5
"44183","Finland",8,8,8
"44184","Finland",8,4,4
"44185","Finland",5,1,1
"44186","Finland",8,1,8
"44187","Finland",2,1,1
"44188","Finland",1,1,1
"44189","Finland",7,8,9
"44190","Finland",9,3,2
"44191","Finland",9,8,6
"44192","Finland",9,5,6
"44193","Finland",8,7,8
"44194","Finland",8,3,6
"44195","Finland",9,1,8
"44196","Finland",5,5,5
"44197","Finland",9,5,5
"44198","Finland",6,3,3
"44199","Finland",5,4,3
"44200","Finland",1,5,5
"44201","Finland",7,4,5
"44202","Finland",5,3,3
"44203","Finland",5,5,5
"44204","Finland",4,2,1
"44205","Finland",10,2,4
"44206","Finland",8,3,1
"44207","Finland",9,5,4
"44208","Finland",5,4,4
"44209","Finland",4,2,3
"44210","Finland",7,6,5
"44211","Finland",3,2,5
"44212","Finland",4,3,1
"44213","Finland",8,3,4
"44214","Finland",7,2,6
"44215","Finland",9,4,3
"44216","Finland",9,7,4
"44217","Finland",8,4,4
"44218","Finland",5,3,4
"44219","Finland",4,8,8
"44220","Finland",8,5,8
"44221","Finland",8,7,6
"44222","Finland",6,5,5
"44223","Finland",2,1,1
"44224","Finland",-1,8,6
"44225","Finland",5,5,-1
"44226","Finland",8,5,4
"44227","Finland",2,1,2
"44228","Finland",-1,7,4
"44229","Finland",6,4,4
"44230","Finland",10,3,8
"44231","Finland",10,1,8
"44232","Finland",9,5,2
"44233","Finland",5,4,5
"44234","Finland",3,5,5
"44235","Finland",8,4,9
"44236","Finland",7,5,7
"44237","Finland",8,4,4
"44238","Finland",8,6,4
"44239","Finland",9,3,2
"44240","Finland",7,3,3
"44241","Finland",9,1,1
"44242","Finland",6,3,4
"44243","Finland",8,3,3
"44244","Finland",7,5,5
"44245","Finland",10,6,7
"44246","Finland",8,4,8
"44247","Finland",8,7,8
"44248","Finland",7,7,6
"44249","Finland",8,9,8
"44250","Finland",4,3,3
"44251","Finland",10,4,5
"44252","Finland",8,7,6
"44253","Finland",8,8,8
"44254","Finland",7,5,6
"44255","Finland",4,7,2
"44256","Finland",5,2,7
"44257","Finland",7,5,5
"44258","Finland",5,8,9
"44259","Finland",7,4,5
"44260","Finland",7,3,3
"44261","Finland",8,2,1
"44262","Finland",7,7,7
"44263","Finland",2,3,1
"44264","Finland",6,6,6
"44265","Finland",4,9,4
"44266","Finland",8,6,6
"44267","Finland",9,3,4
"44268","Finland",5,7,8
"44269","Finland",9,4,8
"44270","Finland",10,5,4
"44271","Finland",8,4,5
"44272","Finland",3,7,3
"44273","Finland",8,4,4
"44274","Finland",7,4,4
"44275","Finland",6,4,6
"44276","Finland",5,-2,-2
"44277","Finland",4,2,2
"44278","Finland",10,3,6
"44279","Finland",10,9,9
"44280","Finland",9,6,5
"44281","Finland",10,5,9
"44282","Finland",9,5,5
"44283","Finland",7,5,3
"44284","Finland",8,5,3
"44285","Finland",5,5,-1
"44286","Finland",5,2,4
"44287","Finland",8,6,6
"44288","Finland",4,3,3
"44289","Finland",9,7,9
"44290","Finland",2,3,1
"44291","Finland",8,7,5
"44292","Finland",4,5,4
"44293","Finland",8,4,5
"44294","Finland",5,4,5
"44295","Finland",5,6,7
"44296","Finland",5,4,4
"44297","Finland",9,2,3
"44298","Finland",4,3,4
"44299","Finland",7,5,7
"44300","Finland",8,3,3
"44301","Finland",6,6,5
"44302","Finland",4,2,2
"44303","Finland",8,5,7
"44304","Finland",9,5,5
"44305","Finland",5,3,5
"44306","Finland",10,9,9
"44307","Finland",9,2,8
"44308","Finland",5,3,3
"44309","Finland",8,4,3
"44310","Finland",9,-1,7
"44311","Finland",10,9,8
"44312","Finland",5,2,5
"44313","Finland",9,4,5
"44314","Finland",9,7,4
"44315","Finland",8,5,7
"44316","Finland",10,9,10
"44317","Finland",8,7,7
"44318","Finland",-1,-1,-1
"44319","Finland",9,5,3
"44320","Finland",10,2,4
"44321","Finland",8,8,8
"44322","Finland",9,5,9
"44323","Finland",8,7,6
"44324","Finland",6,6,4
"44325","Finland",6,5,8
"44326","Finland",3,3,2
"44327","Finland",2,1,2
"44328","Finland",4,4,4
"44329","Finland",4,5,4
"44330","Finland",2,1,1
"44331","Finland",10,8,7
"44332","Finland",8,1,3
"44333","Finland",10,8,8
"44334","Finland",5,2,3
"44335","Finland",5,6,2
"44336","Finland",3,4,5
"44337","Finland",1,1,1
"44338","Finland",6,5,4
"44339","Finland",8,1,2
"44340","Finland",6,6,6
"44341","Finland",7,4,4
"44342","Finland",2,1,2
"44343","Finland",10,7,8
"44344","Finland",-1,3,3
"44345","Finland",8,9,9
"44346","Finland",5,4,4
"44347","Finland",6,2,2
"44348","Finland",8,7,6
"44349","Finland",8,7,8
"44350","Finland",5,7,7
"44351","Finland",7,3,3
"44352","Finland",6,4,3
"44353","Finland",8,3,5
"44354","Finland",8,5,3
"44355","Finland",7,3,3
"44356","Finland",5,5,5
"44357","Finland",4,3,4
"44358","Finland",8,3,3
"44359","Finland",10,3,5
"44360","Finland",6,6,6
"44361","Finland",5,4,5
"44362","Finland",7,4,4
"44363","Finland",6,5,5
"44364","Finland",8,5,8
"44365","Finland",7,1,1
"44366","Finland",10,10,10
"44367","Finland",8,4,5
"44368","Finland",5,3,3
"44369","Finland",7,3,3
"44370","Finland",7,5,5
"44371","Finland",7,4,7
"44372","Finland",9,4,4
"44373","Finland",9,8,8
"44374","Finland",8,3,5
"44375","Finland",8,8,7
"44376","Finland",8,7,7
"44377","Finland",1,1,1
"44378","Finland",5,1,5
"44379","Finland",4,3,3
"44380","Finland",10,6,6
"44381","Finland",5,2,3
"44382","Finland",7,4,6
"44383","Finland",3,3,3
"44384","Finland",10,10,10
"44385","Finland",1,10,10
"44386","Finland",5,3,5
"44387","Finland",3,2,2
"44388","Finland",5,3,3
"44389","Finland",10,3,6
"44390","Finland",3,3,3
"44391","Finland",8,8,8
"44392","Finland",8,3,3
"44393","Finland",8,6,8
"44394","Finland",7,4,5
"44395","Finland",5,6,4
"44396","Finland",8,8,7
"44397","Finland",7,7,7
"44398","Finland",5,3,3
"44399","Finland",5,4,5
"44400","Finland",8,7,8
"44401","Finland",7,7,8
"44402","Finland",7,7,6
"44403","Finland",1,1,1
"44404","Finland",5,3,5
"44405","Finland",9,8,9
"44406","Finland",7,4,5
"44407","Finland",5,3,1
"44408","Finland",8,3,3
"44409","Finland",9,5,8
"44410","Finland",5,3,5
"44411","Finland",8,5,8
"44412","Finland",5,5,3
"44413","Finland",7,5,6
"44414","Finland",10,4,5
"44415","Finland",8,2,7
"44416","Finland",5,3,3
"44417","Finland",4,2,1
"44418","Finland",6,3,5
"44419","Finland",5,1,5
"44420","Finland",8,2,1
"44421","Finland",8,4,3
"44422","Finland",8,1,3
"44423","Finland",5,5,3
"44424","Finland",9,9,9
"44425","Finland",8,3,3
"44426","Finland",2,4,4
"44427","Finland",6,4,1
"44428","Finland",3,3,5
"44429","Finland",5,4,5
"44430","Finland",5,3,2
"44431","Finland",8,5,5
"44432","Finland",6,7,6
"44433","Finland",8,8,5
"44434","Finland",2,4,4
"44435","Finland",6,4,3
"44436","Finland",8,5,5
"44437","Finland",8,9,10
"44438","Finland",4,3,8
"44439","Finland",2,1,1
"44440","Finland",2,2,2
"44441","Finland",5,5,5
"44442","Finland",5,2,5
"44443","Finland",6,8,3
"44444","Finland",10,5,5
"44445","Finland",8,2,2
"44446","Finland",6,5,4
"44447","Finland",9,3,8
"44448","Finland",10,2,4
"44449","Finland",8,5,5
"44450","Finland",6,4,6
"44451","Finland",4,4,2
"44452","Finland",5,3,3
"44453","Finland",9,4,5
"44454","Finland",5,5,5
"44455","Finland",6,3,1
"44456","Finland",9,-1,10
"44457","Finland",8,7,2
"44458","Finland",1,1,1
"44459","Finland",9,-1,-1
"44460","Finland",-1,7,10
"44461","Finland",-1,8,-1
"44462","Finland",8,8,-1
"44463","Finland",-1,-1,-1
"44464","Finland",8,5,6
"44465","Finland",-1,-1,-1
"44466","Finland",1,1,1
"44467","Finland",5,3,3
"44468","Finland",8,3,3
"44469","Finland",1,1,1
"44470","Finland",-1,2,-1
"44471","Finland",-1,-1,4
"44472","Finland",4,2,1
"44473","Finland",4,4,4
"44474","Finland",4,1,1
"44475","Finland",7,3,3
"44476","Finland",7,8,8
"44477","Finland",7,7,8
"44478","Finland",-1,-1,-1
"44479","Finland",8,6,8
"44480","Finland",-1,1,2
"44481","Finland",4,3,2
"44482","Finland",4,4,5
"44483","Finland",2,1,1
"44484","Finland",4,2,4
"44485","Finland",7,7,7
"44486","Finland",9,9,9
"44487","Finland",7,4,7
"44488","Finland",1,1,-1
"44489","Finland",5,6,4
"44490","Finland",-1,-1,-1
"44491","Finland",9,9,9
"44492","Finland",9,9,8
"44493","Finland",9,8,7
"44494","Finland",7,3,3
"44495","Finland",3,3,4
"44496","Finland",7,3,7
"44497","Finland",1,1,1
"44498","Finland",4,4,5
"44499","Finland",-1,-1,-1
"44500","Finland",8,5,9
"44501","Finland",4,4,1
"44502","Finland",7,2,3
"44503","Finland",3,2,2
"44504","Finland",9,5,8
"44505","Finland",-1,-1,-1
"44506","Finland",8,1,3
"44507","Finland",9,9,8
"44508","Finland",1,5,9
"44509","Finland",5,3,4
"44510","Finland",8,8,3
"44511","Finland",3,2,2
"44512","Finland",8,8,6
"44513","Finland",7,7,7
"44514","Finland",8,5,6
"44515","Finland",5,1,1
"44516","Finland",3,1,2
"44517","Finland",4,2,4
"44518","Finland",10,-1,1
"44519","Finland",10,8,9
"44520","Finland",7,4,4
"44521","Finland",10,10,10
"44522","Finland",10,-1,-1
"44523","Finland",9,2,2
"44524","Finland",5,2,2
"44525","Finland",10,2,9
"44526","Finland",5,2,1
"44527","Finland",9,-1,5
"44528","Finland",-1,-1,-1
"44529","Finland",9,1,3
"44530","Finland",-2,1,-1
"44531","Finland",4,5,8
"44532","Finland",-1,-1,-1
"44533","Finland",5,5,10
"44534","Finland",7,8,8
"44535","Finland",4,7,3
"44536","Finland",1,-1,-1
"44537","Finland",6,6,6
"44538","Finland",8,8,9
"44539","Finland",5,8,7
"44540","Finland",3,2,3
"44541","Finland",-1,7,7
"44542","Finland",-1,6,8
"44543","Finland",8,3,4
"44544","Finland",10,4,-1
"44545","Finland",6,6,6
"44546","Finland",1,1,2
"44547","Finland",6,10,10
"44548","Finland",2,1,1
"44549","Finland",7,4,6
"44550","Finland",3,2,3
"44551","Finland",7,2,2
"44552","Finland",10,10,10
"44553","Finland",5,5,5
"44554","Finland",5,-1,-1
"44555","Finland",6,3,2
"44556","Finland",6,5,7
"44557","Finland",8,9,9
"44558","Finland",7,1,1
"44559","Finland",7,4,4
"44560","Finland",8,8,8
"44561","Finland",4,1,3
"44562","Finland",6,9,7
"44563","Finland",8,9,-1
"44564","Finland",-1,-1,2
"44565","Finland",6,4,6
"44566","Finland",6,5,4
"44567","Finland",10,9,10
"44568","Finland",6,2,3
"44569","Finland",9,5,5
"44570","Finland",8,5,8
"44571","Finland",-1,4,-1
"44572","Finland",5,4,3
"44573","Finland",-1,-1,-1
"44574","Finland",9,5,8
"44575","Finland",-1,-1,-1
"44576","Finland",-1,1,1
"44577","Finland",1,2,3
"44578","Finland",4,-1,3
"44579","Finland",10,7,8
"44580","Finland",5,1,1
"44581","Finland",8,5,6
"44582","Finland",4,4,4
"44583","Finland",7,7,7
"44584","Finland",-1,-1,-1
"44585","Finland",9,1,1
"44586","Finland",2,1,1
"44587","Finland",5,-1,1
"44588","Finland",1,1,1
"44589","Finland",2,1,1
"44590","Finland",7,8,7
"44591","Finland",8,3,5
"44592","Finland",5,8,-1
"44593","Finland",5,3,4
"44594","Finland",-1,-1,-1
"44595","Finland",-1,-1,-1
"44596","Finland",6,3,7
"44597","Finland",-1,-1,-1
"44598","Iceland",5,3,4
"44599","Iceland",-8,-8,-8
"44600","Iceland",8,6,7
"44601","Iceland",7,7,5
"44602","Iceland",-1,1,3
"44603","Iceland",10,1,1
"44604","Iceland",4,3,3
"44605","Iceland",8,3,4
"44606","Iceland",5,4,4
"44607","Iceland",-8,-8,-8
"44608","Iceland",3,4,5
"44609","Iceland",6,6,5
"44610","Iceland",-8,-8,-8
"44611","Iceland",5,3,4
"44612","Iceland",10,8,10
"44613","Iceland",-8,-8,-8
"44614","Iceland",-8,-8,-8
"44615","Iceland",-8,-8,-8
"44616","Iceland",-8,-8,-8
"44617","Iceland",4,5,4
"44618","Iceland",7,4,6
"44619","Iceland",6,3,3
"44620","Iceland",7,4,3
"44621","Iceland",10,8,9
"44622","Iceland",-8,-8,-8
"44623","Iceland",1,1,1
"44624","Iceland",10,8,10
"44625","Iceland",-8,-8,-8
"44626","Iceland",10,8,8
"44627","Iceland",9,9,6
"44628","Iceland",10,10,7
"44629","Iceland",-8,-8,-8
"44630","Iceland",10,6,6
"44631","Iceland",-2,-2,-2
"44632","Iceland",7,5,6
"44633","Iceland",-8,-8,-8
"44634","Iceland",5,4,7
"44635","Iceland",5,4,3
"44636","Iceland",-8,-8,-8
"44637","Iceland",8,3,9
"44638","Iceland",10,10,10
"44639","Iceland",10,10,10
"44640","Iceland",10,10,10
"44641","Iceland",7,5,7
"44642","Iceland",9,8,9
"44643","Iceland",8,6,6
"44644","Iceland",7,5,6
"44645","Iceland",10,10,10
"44646","Iceland",9,8,9
"44647","Iceland",10,9,10
"44648","Iceland",7,9,10
"44649","Iceland",-8,-8,-8
"44650","Iceland",5,2,4
"44651","Iceland",10,9,8
"44652","Iceland",10,10,10
"44653","Iceland",10,8,10
"44654","Iceland",4,7,4
"44655","Iceland",10,2,10
"44656","Iceland",9,3,8
"44657","Iceland",-8,-8,-8
"44658","Iceland",8,2,5
"44659","Iceland",9,3,5
"44660","Iceland",10,4,6
"44661","Iceland",1,8,9
"44662","Iceland",9,2,3
"44663","Iceland",10,7,4
"44664","Iceland",-8,-8,-8
"44665","Iceland",10,8,7
"44666","Iceland",8,5,5
"44667","Iceland",10,10,10
"44668","Iceland",8,5,4
"44669","Iceland",10,10,10
"44670","Iceland",10,5,5
"44671","Iceland",-8,-8,-8
"44672","Iceland",10,8,10
"44673","Iceland",5,3,3
"44674","Iceland",5,5,5
"44675","Iceland",10,10,10
"44676","Iceland",-8,-8,-8
"44677","Iceland",8,8,8
"44678","Iceland",10,10,10
"44679","Iceland",8,8,8
"44680","Iceland",8,6,5
"44681","Iceland",-8,-8,-8
"44682","Iceland",4,5,5
"44683","Iceland",9,9,9
"44684","Iceland",10,9,10
"44685","Iceland",-8,-8,-8
"44686","Iceland",5,3,4
"44687","Iceland",9,10,10
"44688","Iceland",9,10,10
"44689","Iceland",9,2,3
"44690","Iceland",5,8,9
"44691","Iceland",1,1,1
"44692","Iceland",-8,-8,-8
"44693","Iceland",-8,-8,-8
"44694","Iceland",-8,-8,-8
"44695","Iceland",10,9,9
"44696","Iceland",10,9,10
"44697","Iceland",-8,-8,-8
"44698","Iceland",10,5,7
"44699","Iceland",10,4,5
"44700","Iceland",9,8,8
"44701","Iceland",2,6,6
"44702","Iceland",10,4,10
"44703","Iceland",7,3,5
"44704","Iceland",-2,-2,-2
"44705","Iceland",10,8,10
"44706","Iceland",-8,-8,-8
"44707","Iceland",-8,-8,-8
"44708","Iceland",10,3,6
"44709","Iceland",8,9,9
"44710","Iceland",7,8,8
"44711","Iceland",-8,-8,-8
"44712","Iceland",10,9,8
"44713","Iceland",-8,-8,-8
"44714","Iceland",5,3,5
"44715","Iceland",7,2,4
"44716","Iceland",-8,-8,-8
"44717","Iceland",-8,-8,-8
"44718","Iceland",10,8,9
"44719","Iceland",4,4,5
"44720","Iceland",9,9,10
"44721","Iceland",-8,-8,-8
"44722","Iceland",3,4,5
"44723","Iceland",-8,-8,-8
"44724","Iceland",9,9,9
"44725","Iceland",5,7,4
"44726","Iceland",9,8,8
"44727","Iceland",8,-2,5
"44728","Iceland",8,3,4
"44729","Iceland",9,3,9
"44730","Iceland",9,7,5
"44731","Iceland",10,10,10
"44732","Iceland",10,8,9
"44733","Iceland",7,7,5
"44734","Iceland",10,9,4
"44735","Iceland",8,7,6
"44736","Iceland",-8,-8,-8
"44737","Iceland",-8,-8,-8
"44738","Iceland",-8,-8,-8
"44739","Iceland",7,4,4
"44740","Iceland",8,8,7
"44741","Iceland",5,2,4
"44742","Iceland",1,5,10
"44743","Iceland",-8,-8,-8
"44744","Iceland",9,9,9
"44745","Iceland",10,8,10
"44746","Iceland",-8,-8,-8
"44747","Iceland",5,5,5
"44748","Iceland",10,5,10
"44749","Iceland",9,9,10
"44750","Iceland",10,1,1
"44751","Iceland",10,8,6
"44752","Iceland",-8,-8,-8
"44753","Iceland",10,9,9
"44754","Iceland",4,5,4
"44755","Iceland",5,6,5
"44756","Iceland",-8,-8,-8
"44757","Iceland",5,10,1
"44758","Iceland",7,4,4
"44759","Iceland",-1,6,5
"44760","Iceland",-8,-8,-8
"44761","Iceland",9,5,5
"44762","Iceland",7,6,7
"44763","Iceland",4,4,5
"44764","Iceland",2,1,1
"44765","Iceland",-8,-8,-8
"44766","Iceland",6,6,8
"44767","Iceland",9,8,8
"44768","Iceland",7,3,4
"44769","Iceland",10,8,8
"44770","Iceland",5,3,4
"44771","Iceland",10,5,6
"44772","Iceland",7,10,10
"44773","Iceland",8,7,10
"44774","Iceland",9,9,10
"44775","Iceland",9,2,4
"44776","Iceland",4,4,6
"44777","Iceland",10,7,5
"44778","Iceland",3,5,1
"44779","Iceland",5,3,3
"44780","Iceland",9,10,9
"44781","Iceland",-8,-8,-8
"44782","Iceland",5,5,5
"44783","Iceland",3,1,1
"44784","Iceland",-8,-8,-8
"44785","Iceland",-8,-8,-8
"44786","Iceland",9,10,10
"44787","Iceland",5,3,2
"44788","Iceland",-8,-8,-8
"44789","Iceland",8,8,9
"44790","Iceland",-8,-8,-8
"44791","Iceland",10,7,5
"44792","Iceland",3,7,4
"44793","Iceland",9,3,3
"44794","Iceland",5,3,8
"44795","Iceland",4,4,5
"44796","Iceland",-8,-8,-8
"44797","Iceland",-8,-8,-8
"44798","Iceland",5,5,5
"44799","Iceland",10,10,9
"44800","Iceland",-8,-8,-8
"44801","Iceland",5,4,4
"44802","Iceland",-8,-8,-8
"44803","Iceland",5,4,4
"44804","Iceland",5,6,4
"44805","Iceland",-6,-6,-6
"44806","Iceland",5,5,5
"44807","Iceland",7,6,4
"44808","Iceland",5,1,3
"44809","Iceland",10,8,7
"44810","Iceland",10,8,8
"44811","Iceland",5,3,5
"44812","Iceland",-2,-2,10
"44813","Iceland",10,7,10
"44814","Iceland",5,-1,-1
"44815","Iceland",7,5,9
"44816","Iceland",-8,-8,-8
"44817","Iceland",-8,-8,-8
"44818","Iceland",8,8,8
"44819","Iceland",-8,-8,-8
"44820","Iceland",3,1,1
"44821","Iceland",8,8,9
"44822","Iceland",-8,-8,-8
"44823","Iceland",8,8,9
"44824","Iceland",-8,-8,-8
"44825","Iceland",-6,-6,-6
"44826","Iceland",10,10,10
"44827","Iceland",8,5,4
"44828","Iceland",-8,-8,-8
"44829","Iceland",9,6,8
"44830","Iceland",-8,-8,-8
"44831","Iceland",-8,-8,-8
"44832","Iceland",6,2,1
"44833","Iceland",-8,-8,-8
"44834","Iceland",10,8,10
"44835","Iceland",-8,-8,-8
"44836","Iceland",-8,-8,-8
"44837","Iceland",3,4,4
"44838","Iceland",10,8,10
"44839","Iceland",9,10,9
"44840","Iceland",8,3,5
"44841","Iceland",-8,-8,-8
"44842","Iceland",5,2,3
"44843","Iceland",6,3,5
"44844","Iceland",-8,-8,-8
"44845","Iceland",8,8,8
"44846","Iceland",1,1,1
"44847","Iceland",-8,-8,-8
"44848","Iceland",-8,-8,-8
"44849","Iceland",10,10,10
"44850","Iceland",5,5,5
"44851","Iceland",7,5,7
"44852","Iceland",9,4,5
"44853","Iceland",8,7,8
"44854","Iceland",10,7,9
"44855","Iceland",10,5,5
"44856","Iceland",-8,-8,-8
"44857","Iceland",-8,-8,-8
"44858","Iceland",10,8,9
"44859","Iceland",-8,-8,-8
"44860","Iceland",9,9,9
"44861","Iceland",9,3,8
"44862","Iceland",10,5,5
"44863","Iceland",3,3,3
"44864","Iceland",10,4,9
"44865","Iceland",5,3,3
"44866","Iceland",7,7,7
"44867","Iceland",6,9,9
"44868","Iceland",-8,-8,-8
"44869","Iceland",10,3,3
"44870","Iceland",-8,-8,-8
"44871","Iceland",10,1,5
"44872","Iceland",8,3,7
"44873","Iceland",3,5,4
"44874","Iceland",-8,-8,-8
"44875","Iceland",10,10,10
"44876","Iceland",-8,-8,-8
"44877","Iceland",10,10,10
"44878","Iceland",5,4,4
"44879","Iceland",-8,-8,-8
"44880","Iceland",-8,-8,-8
"44881","Iceland",5,9,10
"44882","Iceland",5,4,5
"44883","Iceland",10,7,9
"44884","Iceland",5,8,8
"44885","Iceland",10,3,10
"44886","Iceland",6,6,8
"44887","Iceland",-8,-8,-8
"44888","Iceland",4,1,3
"44889","Iceland",8,8,9
"44890","Iceland",5,5,5
"44891","Iceland",5,3,5
"44892","Iceland",-8,-8,-8
"44893","Iceland",10,10,10
"44894","Iceland",-8,-8,-8
"44895","Iceland",1,1,5
"44896","Iceland",8,8,9
"44897","Iceland",1,4,4
"44898","Iceland",1,1,1
"44899","Iceland",5,5,7
"44900","Iceland",10,9,9
"44901","Iceland",9,8,10
"44902","Iceland",10,6,5
"44903","Iceland",10,10,10
"44904","Iceland",7,7,6
"44905","Iceland",-8,-8,-8
"44906","Iceland",10,5,9
"44907","Iceland",6,2,2
"44908","Iceland",10,10,10
"44909","Iceland",7,4,5
"44910","Iceland",-8,-8,-8
"44911","Iceland",-8,-8,-8
"44912","Iceland",8,1,3
"44913","Iceland",10,8,10
"44914","Iceland",10,1,10
"44915","Iceland",8,9,9
"44916","Iceland",9,9,9
"44917","Iceland",10,9,10
"44918","Iceland",9,7,8
"44919","Iceland",-8,-8,-8
"44920","Iceland",-8,-8,-8
"44921","Iceland",-8,-8,-8
"44922","Iceland",-8,-8,-8
"44923","Iceland",-8,-8,-8
"44924","Iceland",-8,-8,-8
"44925","Iceland",8,3,6
"44926","Iceland",10,8,8
"44927","Iceland",10,10,8
